PR_reasoned_2017_04_17_Instance_130010,"[['10233'], ['10237'], 'VP16', 'PR:P06492', 'tegument protein VP16 (Herpes simplex virus type 1 strain 17)', '16279840_53']"
PR_reasoned_2017_04_17_Instance_140498,"[['5841'], ['5846'], 'BamHI', 'PR:P23940', 'type-2 restriction enzyme BamHI (Bacillus amyloliquefaciens)', '16279840_29']"
PR_reasoned_2017_04_17_Instance_140500,"[['5882'], ['5887'], 'BamHI', 'PR:P23940', 'type-2 restriction enzyme BamHI (Bacillus amyloliquefaciens)', '16279840_29']"
PR_reasoned_2017_04_17_Instance_140502,"[['5934'], ['5939'], 'BamHI', 'PR:P23940', 'type-2 restriction enzyme BamHI (Bacillus amyloliquefaciens)', '16279840_29']"
PR_reasoned_2017_04_17_Instance_140504,"[['6178'], ['6183'], 'BamHI', 'PR:P23940', 'type-2 restriction enzyme BamHI (Bacillus amyloliquefaciens)', '16279840_30']"
PR_reasoned_2017_04_17_Instance_140506,"[['6738'], ['6743'], 'BamHI', 'PR:P23940', 'type-2 restriction enzyme BamHI (Bacillus amyloliquefaciens)', '16279840_32']"
PR_reasoned_2017_04_17_Instance_140508,"[['6816'], ['6821'], 'BamHI', 'PR:P23940', 'type-2 restriction enzyme BamHI (Bacillus amyloliquefaciens)', '16279840_32']"
PR_reasoned_2017_04_17_Instance_171095,"[['5645'], ['5648'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_28']"
PR_reasoned_2017_04_17_Instance_171103,"[['5453'], ['5458'], 'moPrP', 'PR:P04925', 'major prion protein (mouse)', '16279840_28']"
PR_reasoned_2017_04_17_Instance_171105,"[['6107'], ['6112'], 'moPrP', 'PR:P04925', 'major prion protein (mouse)', '16279840_30']"
PR_reasoned_2017_04_17_Instance_171107,"[['6543'], ['6548'], 'moPrP', 'PR:P04925', 'major prion protein (mouse)', '16279840_31']"
PR_reasoned_2017_04_17_Instance_171109,"[['7008'], ['7013'], 'moPrP', 'PR:P04925', 'major prion protein (mouse)', '16279840_33']"
PR_reasoned_2017_04_17_Instance_171111,"[['7720'], ['7725'], 'moPrP', 'PR:P04925', 'major prion protein (mouse)', '16279840_36']"
PR_reasoned_2017_04_17_Instance_171113,"[['7856'], ['7861'], 'moPrP', 'PR:P04925', 'major prion protein (mouse)', '16279840_37']"
PR_reasoned_2017_04_17_Instance_171119,"[['10140'], ['10144'], 'Tn10', 'PR:P04483', 'tetracycline repressor protein class B from transposon Tn10 (Escherichia coli)', '16279840_53']"
PR_reasoned_2017_04_17_Instance_171121,"[['12418'], ['12423'], 'hSOD1', 'PR:P00441', 'superoxide dismutase [Cu-Zn] (human)', '16279840_62']"
PR_reasoned_2017_04_17_Instance_190241,"[['18134'], ['18143'], 'protein A', 'PR:000029158', 'immunoglobulin G-binding protein A', '16279840_93']"
PR_reasoned_2017_04_17_Instance_23599,"[['199'], ['224'], 'amyloid precursor protein', 'PR:000004168', 'amyloid beta A4 protein', '16279840_0']"
PR_reasoned_2017_04_17_Instance_23601,"[['226'], ['229'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_0']"
PR_reasoned_2017_04_17_Instance_23603,"[['886'], ['889'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_4']"
PR_reasoned_2017_04_17_Instance_23605,"[['992'], ['995'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_5']"
PR_reasoned_2017_04_17_Instance_23607,"[['1101'], ['1104'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_6']"
PR_reasoned_2017_04_17_Instance_23609,"[['1474'], ['1477'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_9']"
PR_reasoned_2017_04_17_Instance_23611,"[['2370'], ['2395'], 'amyloid precursor protein', 'PR:000004168', 'amyloid beta A4 protein', '16279840_13']"
PR_reasoned_2017_04_17_Instance_23613,"[['2397'], ['2400'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_13']"
PR_reasoned_2017_04_17_Instance_23615,"[['2433'], ['2446'], 'presenilins 1', 'PR:000013344', 'presenilin-1', '16279840_13']"
PR_reasoned_2017_04_17_Instance_23617,"[['2433', '2451'], ['2444', '2452'], 'presenilins ... 2', 'PR:000013345', 'presenilin-2', '16279840_13']"
PR_reasoned_2017_04_17_Instance_23619,"[['2539'], ['2542'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_13']"
PR_reasoned_2017_04_17_Instance_23621,"[['3637'], ['3640'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_18']"
PR_reasoned_2017_04_17_Instance_23623,"[['3670'], ['3673'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_19']"
PR_reasoned_2017_04_17_Instance_23625,"[['3708'], ['3731'], 'β-APP cleaving enzyme 1', 'PR:000004615', 'beta-secretase 1', '16279840_19']"
PR_reasoned_2017_04_17_Instance_23627,"[['3733'], ['3738'], 'BACE1', 'PR:000004615', 'beta-secretase 1', '16279840_19']"
PR_reasoned_2017_04_17_Instance_23629,"[['3932'], ['3955'], 'β-APP cleaving enzyme 1', 'PR:000004615', 'beta-secretase 1', '16279840_20']"
PR_reasoned_2017_04_17_Instance_23637,"[['4124'], ['4147'], 'β-APP cleaving enzyme 1', 'PR:000004615', 'beta-secretase 1', '16279840_22']"
PR_reasoned_2017_04_17_Instance_23639,"[['4733'], ['4736'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_25']"
PR_reasoned_2017_04_17_Instance_23641,"[['8172'], ['8175'], 'PrP', 'PR:000001886', 'major prion protein', '16279840_39']"
PR_reasoned_2017_04_17_Instance_23643,"[['8178'], ['8181'], 'PrP', 'PR:000001886', 'major prion protein', '16279840_39']"
PR_reasoned_2017_04_17_Instance_23645,"[['8570'], ['8573'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_41']"
PR_reasoned_2017_04_17_Instance_23647,"[['8605'], ['8608'], 'APP', 'PR:000004168', 'amyloid beta A4 protein', '16279840_41']"
PR_reasoned_2017_04_17_Instance_23649,"[['8329'], ['8358'], 'calcium-calmodulin kinase IIα', 'PR:000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', '16279840_40']"
PR_reasoned_2017_04_17_Instance_23651,"[['8360'], ['8367'], 'CaMKIIα', 'PR:000003199', 'calcium/calmodulin-dependent protein kinase type II subunit alpha', '16279840_40']"
