	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
0	15005800	15005800_0	0	202	Late	JJ	0	4	O	[None]	[None]	[None]
1	15005800	15005800_0	0	202	gestational	JJ	5	16	O	[None]	[None]	[None]
2	15005800	15005800_0	0	202	lung	NN	17	21	O	[None]	[None]	[None]
3	15005800	15005800_0	0	202	hypoplasia	NN	22	32	O	[None]	[None]	[None]
4	15005800	15005800_0	0	202	in	IN	33	35	O	[None]	[None]	[None]
5	15005800	15005800_0	0	202	a	DT	36	37	O	[None]	[None]	[None]
6	15005800	15005800_0	0	202	mouse	NN	38	43	O	[None]	[None]	[None]
7	15005800	15005800_0	0	202	model	NN	44	49	O	[None]	[None]	[None]
8	15005800	15005800_0	0	202	of	IN	50	52	O	[None]	[None]	[None]
9	15005800	15005800_0	0	202	the	DT	53	56	O	[None]	[None]	[None]
10	15005800	15005800_0	0	202	Smith	NNP	57	62	O	[None]	[None]	[None]
11	15005800	15005800_0	0	202	-	:	62	63	O	[None]	[None]	[None]
12	15005800	15005800_0	0	202	Lemli	NNP	63	68	O	[None]	[None]	[None]
13	15005800	15005800_0	0	202	-	:	68	69	O	[None]	[None]	[None]
14	15005800	15005800_0	0	202	Opitz	NNP	69	74	O	[None]	[None]	[None]
15	15005800	15005800_0	0	202	syndrome	JJ	75	83	O	[None]	[None]	[None]
16	15005800	15005800_0	0	202	Abstract	NNP	85	93	O	[None]	[None]	[None]
17	15005800	15005800_0	0	202	Background	NNP	95	105	O	[None]	[None]	[None]
18	15005800	15005800_0	0	202	Normal	NNP	107	113	O	[None]	[None]	[None]
19	15005800	15005800_0	0	202	post	NN	114	118	O	[None]	[None]	[None]
20	15005800	15005800_0	0	202	-	:	118	119	O	[None]	[None]	[None]
21	15005800	15005800_0	0	202	squalene	NN	119	127	O	[None]	[None]	[None]
22	15005800	15005800_0	0	202	cholesterol	NN	128	139	O	[None]	[None]	[None]
23	15005800	15005800_0	0	202	biosynthesis	NN	140	152	O	[None]	[None]	[None]
24	15005800	15005800_0	0	202	is	VBZ	153	155	O	[None]	[None]	[None]
25	15005800	15005800_0	0	202	important	JJ	156	165	O	[None]	[None]	[None]
26	15005800	15005800_0	0	202	for	IN	166	169	O	[None]	[None]	[None]
27	15005800	15005800_0	0	202	mammalian	JJ	170	179	O	[None]	[None]	[None]
28	15005800	15005800_0	0	202	embryonic	JJ	180	189	O	[None]	[None]	[None]
29	15005800	15005800_0	0	202	development	NN	190	201	O	[None]	[None]	[None]
30	15005800	15005800_0	0	202	.	.	201	202	O	[None]	[None]	[None]
31	15005800	15005800_1	203	367	Neonatal	JJ	203	211	O	[None]	[None]	[None]
32	15005800	15005800_1	203	367	mice	NN	212	216	O	[None]	[None]	[None]
33	15005800	15005800_1	203	367	lacking	VBG	217	224	O	[None]	[None]	[None]
34	15005800	15005800_1	203	367	functional	JJ	225	235	O	[None]	[None]	[None]
35	15005800	15005800_1	203	367	dehydrocholesterol	NN	236	254	O	[None]	[None]	[None]
36	15005800	15005800_1	203	367	Δ7	NNP	255	257	O	[None]	[None]	[None]
37	15005800	15005800_1	203	367	-	:	257	258	O	[None]	[None]	[None]
38	15005800	15005800_1	203	367	reductase	NN	258	267	O	[None]	[None]	[None]
39	15005800	15005800_1	203	367	(	(	268	269	O	[None]	[None]	[None]
40	15005800	15005800_1	203	367	Dhcr7	NNP	269	274	O	[None]	[None]	[None]
41	15005800	15005800_1	203	367	),	VBZ	274	276	O	[None]	[None]	[None]
