	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
0	15676071	15676071_0	0	216	Synaptogenesis	NN	0	14	['O']	[None]	[None]	[None]
1	15676071	15676071_0	0	216	and	CC	15	18	['O']	[None]	[None]	[None]
2	15676071	15676071_0	0	216	outer	NN	19	24	['O']	[None]	[None]	[None]
3	15676071	15676071_0	0	216	segment	NN	25	32	['O']	[None]	[None]	[None]
4	15676071	15676071_0	0	216	formation	NN	33	42	['O']	[None]	[None]	[None]
5	15676071	15676071_0	0	216	are	VBP	43	46	['O']	[None]	[None]	[None]
6	15676071	15676071_0	0	216	perturbed	VBN	47	56	['O']	[None]	[None]	[None]
7	15676071	15676071_0	0	216	in	IN	57	59	['O']	[None]	[None]	[None]
8	15676071	15676071_0	0	216	the	DT	60	63	['O']	[None]	[None]	[None]
9	15676071	15676071_0	0	216	neural	JJ	64	70	['O']	[None]	[None]	[None]
10	15676071	15676071_0	0	216	retina	NN	71	77	['O']	[None]	[None]	[None]
11	15676071	15676071_0	0	216	of	IN	78	80	['O']	[None]	[None]	[None]
12	15676071	15676071_0	0	216	Crx	NNP	81	84	['O']	[None]	[None]	[None]
13	15676071	15676071_0	0	216	mutant	JJ	85	91	['O']	[None]	[None]	[None]
14	15676071	15676071_0	0	216	mice	NN	92	96	['O']	[None]	[None]	[None]
15	15676071	15676071_0	0	216	Abstract	NNP	98	106	['O']	[None]	[None]	[None]
16	15676071	15676071_0	0	216	Background	NNP	108	118	['O']	[None]	[None]	[None]
17	15676071	15676071_0	0	216	In	IN	120	122	['O']	[None]	[None]	[None]
18	15676071	15676071_0	0	216	Leber	NNP	123	128	['O']	[None]	[None]	[None]
19	15676071	15676071_0	0	216	'	POS	128	129	['O']	[None]	[None]	[None]
20	15676071	15676071_0	0	216	s	JJ	129	130	['O']	[None]	[None]	[None]
21	15676071	15676071_0	0	216	congenital	JJ	131	141	['O']	[None]	[None]	[None]
22	15676071	15676071_0	0	216	amaurosis	NN	142	151	['O']	[None]	[None]	[None]
23	15676071	15676071_0	0	216	(	(	152	153	['O']	[None]	[None]	[None]
24	15676071	15676071_0	0	216	LCA	NNP	153	156	['O']	[None]	[None]	[None]
25	15676071	15676071_0	0	216	),	NNP	156	158	['O']	[None]	[None]	[None]
26	15676071	15676071_0	0	216	affected	VBD	159	167	['O']	[None]	[None]	[None]
27	15676071	15676071_0	0	216	individuals	NNS	168	179	['O']	[None]	[None]	[None]
28	15676071	15676071_0	0	216	are	VBP	180	183	['O']	[None]	[None]	[None]
29	15676071	15676071_0	0	216	blind	JJ	184	189	['O']	[None]	[None]	[None]
30	15676071	15676071_0	0	216	,	,	189	190	['O']	[None]	[None]	[None]
31	15676071	15676071_0	0	216	or	CC	191	193	['O']	[None]	[None]	[None]
32	15676071	15676071_0	0	216	nearly	RB	194	200	['O']	[None]	[None]	[None]
33	15676071	15676071_0	0	216	so	RB	201	203	['O']	[None]	[None]	[None]
34	15676071	15676071_0	0	216	,	,	203	204	['O']	[None]	[None]	[None]
35	15676071	15676071_0	0	216	from	IN	205	209	['O']	[None]	[None]	[None]
36	15676071	15676071_0	0	216	birth	NN	210	215	['O']	[None]	[None]	[None]
37	15676071	15676071_0	0	216	.	.	215	216	['O']	[None]	[None]	[None]
38	15676071	15676071_1	217	285	This	DT	217	221	['O']	[None]	[None]	[None]
39	15676071	15676071_1	217	285	early	JJ	222	227	['O']	[None]	[None]	[None]
40	15676071	15676071_1	217	285	onset	NN	228	233	['O']	[None]	[None]	[None]
41	15676071	15676071_1	217	285	suggests	VBZ	234	242	['O']	[None]	[None]	[None]
42	15676071	15676071_1	217	285	abnormal	JJ	243	251	['O']	[None]	[None]	[None]
43	15676071	15676071_1	217	285	development	NN	252	263	['O']	[None]	[None]	[None]
44	15676071	15676071_1	217	285	of	IN	264	266	['O']	[None]	[None]	[None]
45	15676071	15676071_1	217	285	the	DT	267	270	['O']	[None]	[None]	[None]
46	15676071	15676071_1	217	285	neural	JJ	271	277	['O']	[None]	[None]	[None]
47	15676071	15676071_1	217	285	retina	NN	278	284	['O']	[None]	[None]	[None]
48	15676071	15676071_1	217	285	.	.	284	285	['O']	[None]	[None]	[None]
49	15676071	15676071_2	286	423	Mutations	NNS	286	295	['O']	[None]	[None]	[None]
50	15676071	15676071_2	286	423	in	IN	296	298	['O']	[None]	[None]	[None]
51	15676071	15676071_2	286	423	genes	NNS	299	304	['B']	['SO_2017_06_11_Instance_49555']	['SO:0000704']	['gene']
52	15676071	15676071_2	286	423	that	WDT	305	309	['O']	[None]	[None]	[None]
53	15676071	15676071_2	286	423	affect	VBP	310	316	['O']	[None]	[None]	[None]
54	15676071	15676071_2	286	423	the	DT	317	320	['O']	[None]	[None]	[None]
55	15676071	15676071_2	286	423	development	NN	321	332	['O']	[None]	[None]	[None]
56	15676071	15676071_2	286	423	and	CC	333	336	['O']	[None]	[None]	[None]
