	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
0	16539743	16539743_0	0	269	Cloning	VBG	0	7	['O']	[None]	[None]	[None]
1	16539743	16539743_0	0	269	and	CC	8	11	['O']	[None]	[None]	[None]
2	16539743	16539743_0	0	269	characterization	NN	12	28	['O']	[None]	[None]	[None]
3	16539743	16539743_0	0	269	of	IN	29	31	['O']	[None]	[None]	[None]
4	16539743	16539743_0	0	269	mr	JJ	32	34	['O']	[None]	[None]	[None]
5	16539743	16539743_0	0	269	-	:	34	35	['O']	[None]	[None]	[None]
6	16539743	16539743_0	0	269	s	NN	35	36	['O']	[None]	[None]	[None]
7	16539743	16539743_0	0	269	,	,	36	37	['O']	[None]	[None]	[None]
8	16539743	16539743_0	0	269	a	DT	38	39	['O']	[None]	[None]	[None]
9	16539743	16539743_0	0	269	novel	JJ	40	45	['O']	[None]	[None]	[None]
10	16539743	16539743_0	0	269	SAM	NNP	46	49	['O']	[None]	[None]	[None]
11	16539743	16539743_0	0	269	domain	NN	50	56	['O']	[None]	[None]	[None]
12	16539743	16539743_0	0	269	protein	NN	57	64	['O']	[None]	[None]	[None]
13	16539743	16539743_0	0	269	,	,	64	65	['O']	[None]	[None]	[None]
14	16539743	16539743_0	0	269	predominantly	RB	66	79	['O']	[None]	[None]	[None]
15	16539743	16539743_0	0	269	expressed	VBN	80	89	['O']	[None]	[None]	[None]
16	16539743	16539743_0	0	269	in	IN	90	92	['O']	[None]	[None]	[None]
17	16539743	16539743_0	0	269	retinal	JJ	93	100	['B']	['UBERON_Instance_550464']	['UBERON:0000966']	['retina']
18	16539743	16539743_0	0	269	photoreceptor	NN	101	114	['O']	[None]	[None]	[None]
19	16539743	16539743_0	0	269	cells	NNS	115	120	['O']	[None]	[None]	[None]
20	16539743	16539743_0	0	269	Abstract	NNP	122	130	['O']	[None]	[None]	[None]
21	16539743	16539743_0	0	269	Background	NNP	132	142	['O']	[None]	[None]	[None]
22	16539743	16539743_0	0	269	Sterile	NNP	144	151	['O']	[None]	[None]	[None]
23	16539743	16539743_0	0	269	alpha	NN	152	157	['O']	[None]	[None]	[None]
24	16539743	16539743_0	0	269	motif	NN	158	163	['O']	[None]	[None]	[None]
25	16539743	16539743_0	0	269	(	(	164	165	['O']	[None]	[None]	[None]
26	16539743	16539743_0	0	269	SAM	NNP	165	168	['O']	[None]	[None]	[None]
27	16539743	16539743_0	0	269	)	)	168	169	['O']	[None]	[None]	[None]
28	16539743	16539743_0	0	269	domains	NNS	170	177	['O']	[None]	[None]	[None]
29	16539743	16539743_0	0	269	are	VBP	178	181	['O']	[None]	[None]	[None]
30	16539743	16539743_0	0	269	~	JJ	182	183	['O']	[None]	[None]	[None]
31	16539743	16539743_0	0	269	70	CD	183	185	['O']	[None]	[None]	[None]
32	16539743	16539743_0	0	269	residues	NNS	186	194	['O']	[None]	[None]	[None]
33	16539743	16539743_0	0	269	long	RB	195	199	['O']	[None]	[None]	[None]
34	16539743	16539743_0	0	269	and	CC	200	203	['O']	[None]	[None]	[None]
35	16539743	16539743_0	0	269	have	VBP	204	208	['O']	[None]	[None]	[None]
36	16539743	16539743_0	0	269	been	VBN	209	213	['O']	[None]	[None]	[None]
37	16539743	16539743_0	0	269	reported	VBN	214	222	['O']	[None]	[None]	[None]
38	16539743	16539743_0	0	269	as	IN	223	225	['O']	[None]	[None]	[None]
39	16539743	16539743_0	0	269	common	JJ	226	232	['O']	[None]	[None]	[None]
40	16539743	16539743_0	0	269	protein	NN	233	240	['O']	[None]	[None]	[None]
41	16539743	16539743_0	0	269	-	:	240	241	['O']	[None]	[None]	[None]
42	16539743	16539743_0	0	269	protein	NN	241	248	['O']	[None]	[None]	[None]
43	16539743	16539743_0	0	269	interaction	NN	249	260	['O']	[None]	[None]	[None]
44	16539743	16539743_0	0	269	modules	NNS	261	268	['O']	[None]	[None]	[None]
45	16539743	16539743_0	0	269	.	.	268	269	['O']	[None]	[None]	[None]
46	16539743	16539743_1	270	399	This	DT	270	274	['O']	[None]	[None]	[None]
47	16539743	16539743_1	270	399	domain	NN	275	281	['O']	[None]	[None]	[None]
48	16539743	16539743_1	270	399	is	VBZ	282	284	['O']	[None]	[None]	[None]
