GO_BP_2016_02_16_Instance_10177,"[['24532'], ['24542'], 'expression', 'GO:0010467', 'gene expression', '16870721_147']"
GO_BP_2016_02_16_Instance_10373,"[['25592'], ['25601'], 'expressed', 'GO:0010467', 'gene expression', '16870721_156']"
GO_BP_2016_02_16_Instance_10375,"[['26115'], ['26124'], 'expressed', 'GO:0010467', 'gene expression', '16870721_160']"
GO_BP_2016_02_16_Instance_10939,"[['27612'], ['27622'], 'expression', 'GO:0010467', 'gene expression', '16870721_175']"
GO_BP_2016_02_16_Instance_11001,"[['27957'], ['27967'], 'expression', 'GO:0010467', 'gene expression', '16870721_179']"
GO_BP_2016_02_16_Instance_11117,"[['163'], ['173'], 'regulation', 'GO:0065007', 'biological regulation', '16870721_0']"
GO_BP_2016_02_16_Instance_11119,"[['1367'], ['1376'], 'regulated', 'GO:0065007', 'biological regulation', '16870721_9']"
GO_BP_2016_02_16_Instance_11121,"[['2025'], ['2035'], 'regulation', 'GO:0065007', 'biological regulation', '16870721_13']"
GO_BP_2016_02_16_Instance_11123,"[['16002'], ['16011'], 'regulated', 'GO:0065007', 'biological regulation', '16870721_90']"
GO_BP_2016_02_16_Instance_11125,"[['20519'], ['20529'], 'regulation', 'GO:0065007', 'biological regulation', '16870721_118']"
GO_BP_2016_02_16_Instance_11457,"[['12113'], ['12118'], 'grown', 'GO:0040007', 'growth', '16870721_63']"
GO_BP_2016_02_16_Instance_11459,"[['12636'], ['12641'], 'grown', 'GO:0040007', 'growth', '16870721_66']"
GO_BP_2016_02_16_Instance_11875,"[['15874'], ['15882'], 'pregnant', 'GO:0007565', 'female pregnancy', '16870721_88']"
GO_BP_2016_02_16_Instance_11891,"[['1264'], ['1276'], 'transfection', 'GO:0009294', 'DNA mediated transformation', '16870721_9']"
GO_BP_2016_02_16_Instance_11893,"[['1855'], ['1867'], 'transfection', 'GO:0009294', 'DNA mediated transformation', '16870721_12']"
GO_BP_2016_02_16_Instance_11895,"[['22376'], ['22388'], 'transfecting', 'GO:0009294', 'DNA mediated transformation', '16870721_133']"
