	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
0	16362077	16362077_0	0	303	Ablation	NN	0	8	O	[None]	[None]	[None]
1	16362077	16362077_0	0	303	of	IN	9	11	O	[None]	[None]	[None]
2	16362077	16362077_0	0	303	the	DT	12	15	O	[None]	[None]	[None]
3	16362077	16362077_0	0	303	Sam68	NNP	16	21	O	[None]	[None]	[None]
4	16362077	16362077_0	0	303	RNA	NNP	22	25	O	[None]	[None]	[None]
5	16362077	16362077_0	0	303	Binding	NNP	26	33	O	[None]	[None]	[None]
6	16362077	16362077_0	0	303	Protein	NNP	34	41	O	[None]	[None]	[None]
7	16362077	16362077_0	0	303	Protects	NNP	42	50	O	[None]	[None]	[None]
8	16362077	16362077_0	0	303	Mice	NNP	51	55	O	[None]	[None]	[None]
9	16362077	16362077_0	0	303	from	IN	56	60	O	[None]	[None]	[None]
10	16362077	16362077_0	0	303	Age	NNP	61	64	O	[None]	[None]	[None]
11	16362077	16362077_0	0	303	-	:	64	65	O	[None]	[None]	[None]
12	16362077	16362077_0	0	303	Related	JJ	65	72	O	[None]	[None]	[None]
13	16362077	16362077_0	0	303	Bone	NNP	73	77	O	[None]	[None]	[None]
14	16362077	16362077_0	0	303	Loss	NNP	78	82	O	[None]	[None]	[None]
15	16362077	16362077_0	0	303	Abstract	NNP	84	92	O	[None]	[None]	[None]
16	16362077	16362077_0	0	303	The	DT	94	97	O	[None]	[None]	[None]
17	16362077	16362077_0	0	303	Src	NNP	98	101	O	[None]	[None]	[None]
18	16362077	16362077_0	0	303	substrate	NN	102	111	O	[None]	[None]	[None]
19	16362077	16362077_0	0	303	associated	VBN	112	122	O	[None]	[None]	[None]
20	16362077	16362077_0	0	303	in	IN	123	125	O	[None]	[None]	[None]
21	16362077	16362077_0	0	303	mitosis	NN	126	133	B	['GO_BP_2016_02_16_Instance_55135']	['GO:0007067']	['mitotic nuclear division']
22	16362077	16362077_0	0	303	of	IN	134	136	O	[None]	[None]	[None]
23	16362077	16362077_0	0	303	68	CD	137	139	O	[None]	[None]	[None]
24	16362077	16362077_0	0	303	kDa	NNS	140	143	O	[None]	[None]	[None]
25	16362077	16362077_0	0	303	(	(	144	145	O	[None]	[None]	[None]
26	16362077	16362077_0	0	303	Sam68	NNP	145	150	O	[None]	[None]	[None]
27	16362077	16362077_0	0	303	)	)	150	151	O	[None]	[None]	[None]
28	16362077	16362077_0	0	303	is	VBZ	152	154	O	[None]	[None]	[None]
29	16362077	16362077_0	0	303	a	DT	155	156	O	[None]	[None]	[None]
30	16362077	16362077_0	0	303	KH	NNP	157	159	O	[None]	[None]	[None]
31	16362077	16362077_0	0	303	-	:	159	160	O	[None]	[None]	[None]
32	16362077	16362077_0	0	303	type	NN	160	164	O	[None]	[None]	[None]
33	16362077	16362077_0	0	303	RNA	NNP	165	168	O	[None]	[None]	[None]
34	16362077	16362077_0	0	303	binding	NN	169	176	O	[None]	[None]	[None]
35	16362077	16362077_0	0	303	protein	NN	177	184	O	[None]	[None]	[None]
36	16362077	16362077_0	0	303	that	WDT	185	189	O	[None]	[None]	[None]
37	16362077	16362077_0	0	303	has	VBZ	190	193	O	[None]	[None]	[None]
38	16362077	16362077_0	0	303	been	VBN	194	198	O	[None]	[None]	[None]
