CL_basic_2014_02_21_Instance_10121,"[['18532'], ['18546'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_126']"
CL_basic_2014_02_21_Instance_10595,"[['46350'], ['46358'], 'neuronal', 'CL:0000540', 'neuron', '17608565_315']"
CL_basic_2014_02_21_Instance_10725,"[['12'], ['20'], 'Neuronal', 'CL:0000540', 'neuron', '17608565_0']"
CL_basic_2014_02_21_Instance_10733,"[['2557'], ['2565'], 'neuronal', 'CL:0000540', 'neuron', '17608565_14']"
CL_basic_2014_02_21_Instance_10737,"[['3544'], ['3548'], 'Rods', 'CL:0000604', 'retinal rod cell', '17608565_22']"
CL_basic_2014_02_21_Instance_10739,"[['3553'], ['3558'], 'cones', 'CL:0000573', 'retinal cone cell', '17608565_22']"
CL_basic_2014_02_21_Instance_10741,"[['3598', '3632'], ['3608', '3637'], 'horizontal ... cells', 'CL:0000745', 'horizontal cell', '17608565_22']"
CL_basic_2014_02_21_Instance_10745,"[['3767'], ['3780'], 'ganglion cell', 'CL:0000740', 'retinal ganglion cell', '17608565_22']"
CL_basic_2014_02_21_Instance_10747,"[['3720', '3752'], ['3728', '3757'], 'ganglion ... cells', 'CL:0000740', 'retinal ganglion cell', '17608565_22']"
CL_basic_2014_02_21_Instance_10749,"[['4431'], ['4435'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_28']"
CL_basic_2014_02_21_Instance_10751,"[['4444'], ['4449'], 'cones', 'CL:0000573', 'retinal cone cell', '17608565_28']"
CL_basic_2014_02_21_Instance_10753,"[['4466', '4524'], ['4476', '4529'], 'horizontal ... cells', 'CL:0000745', 'horizontal cell', '17608565_28']"
CL_basic_2014_02_21_Instance_10757,"[['4511', '4524'], ['4519', '4529'], 'amacrine ... cells', 'CL:0000561', 'amacrine cell', '17608565_28']"
CL_basic_2014_02_21_Instance_10759,"[['4546', '4582'], ['4554', '4587'], 'ganglion ... cells', 'CL:0000740', 'retinal ganglion cell', '17608565_28']"
CL_basic_2014_02_21_Instance_10761,"[['5797', '5824'], ['5800', '5829'], 'rod ... cells', 'CL:0000604', 'retinal rod cell', '17608565_38']"
CL_basic_2014_02_21_Instance_10763,"[['5802', '5824'], ['5810', '5829'], 'ganglion ... cells', 'CL:0000740', 'retinal ganglion cell', '17608565_38']"
CL_basic_2014_02_21_Instance_10765,"[['8644'], ['8652'], 'neuronal', 'CL:0000540', 'neuron', '17608565_62']"
CL_basic_2014_02_21_Instance_10767,"[['9776'], ['9780'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_71']"
CL_basic_2014_02_21_Instance_10769,"[['11220'], ['11228'], 'neuronal', 'CL:0000540', 'neuron', '17608565_82']"
CL_basic_2014_02_21_Instance_10773,"[['12565'], ['12573'], 'amacrine', 'CL:0000561', 'amacrine cell', '17608565_91']"
CL_basic_2014_02_21_Instance_10775,"[['12649'], ['12662'], 'photoreceptor', 'CL:0000210', 'photoreceptor cell', '17608565_91']"
CL_basic_2014_02_21_Instance_10777,"[['13790'], ['13804'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_98']"
CL_basic_2014_02_21_Instance_10779,"[['13821'], ['13825'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_98']"
CL_basic_2014_02_21_Instance_10781,"[['13866'], ['13870'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_99']"
CL_basic_2014_02_21_Instance_10783,"[['13956'], ['13972'], 'ganglion neurons', 'CL:0000740', 'retinal ganglion cell', '17608565_99']"
CL_basic_2014_02_21_Instance_10787,"[['14129'], ['14143'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_100']"
CL_basic_2014_02_21_Instance_10789,"[['14387', '14414'], ['14395', '14419'], 'Ganglion ... Cells', 'CL:0000740', 'retinal ganglion cell', '17608565_102']"
CL_basic_2014_02_21_Instance_10791,"[['14397', '14414'], ['14400', '14419'], 'Rod ... Cells', 'CL:0000604', 'retinal rod cell', '17608565_102']"
CL_basic_2014_02_21_Instance_10793,"[['14406'], ['14419'], 'Bipolar Cells', 'CL:0000748', 'retinal bipolar neuron', '17608565_102']"
CL_basic_2014_02_21_Instance_10795,"[['14580'], ['14594'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_102']"
CL_basic_2014_02_21_Instance_10797,"[['14610'], ['14614'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_102']"
CL_basic_2014_02_21_Instance_10799,"[['14619'], ['14624'], 'cones', 'CL:0000573', 'retinal cone cell', '17608565_102']"
CL_basic_2014_02_21_Instance_10801,"[['14761'], ['14775'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_104']"
CL_basic_2014_02_21_Instance_10803,"[['14891'], ['14895'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_106']"
CL_basic_2014_02_21_Instance_10805,"[['15458'], ['15472'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_109']"
CL_basic_2014_02_21_Instance_10807,"[['16637'], ['16651'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_115']"
CL_basic_2014_02_21_Instance_10809,"[['16669'], ['16683'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_115']"
CL_basic_2014_02_21_Instance_10811,"[['16865'], ['16873'], 'neuronal', 'CL:0000540', 'neuron', '17608565_117']"
CL_basic_2014_02_21_Instance_10813,"[['17003'], ['17021'], 'rod photoreceptors', 'CL:0000604', 'retinal rod cell', '17608565_117']"
CL_basic_2014_02_21_Instance_10815,"[['17407'], ['17411'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_120']"
CL_basic_2014_02_21_Instance_10817,"[['17577'], ['17590'], 'photoreceptor', 'CL:0000210', 'photoreceptor cell', '17608565_121']"
CL_basic_2014_02_21_Instance_10819,"[['17625'], ['17628'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_121']"
CL_basic_2014_02_21_Instance_10821,"[['18142', '18177'], ['18157', '18182'], 'retinal bipolar ... cells', 'CL:0000748', 'retinal bipolar neuron', '17608565_124']"
CL_basic_2014_02_21_Instance_10823,"[['18142', '18159', '18177'], ['18149', '18167', '18182'], 'retinal ... ganglion ... cells', 'CL:0000740', 'retinal ganglion cell', '17608565_124']"
CL_basic_2014_02_21_Instance_10825,"[['18142', '18173'], ['18149', '18182'], 'retinal ... rod cells', 'CL:0000604', 'retinal rod cell', '17608565_124']"
CL_basic_2014_02_21_Instance_10827,"[['19945'], ['19959'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_135']"
CL_basic_2014_02_21_Instance_10829,"[['20136'], ['20150'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_136']"
CL_basic_2014_02_21_Instance_10831,"[['21061'], ['21075'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_143']"
CL_basic_2014_02_21_Instance_10833,"[['22510'], ['22523'], 'photoreceptor', 'CL:0000210', 'photoreceptor cell', '17608565_151']"
CL_basic_2014_02_21_Instance_10835,"[['43874'], ['43888'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_301']"
CL_basic_2014_02_21_Instance_10837,"[['44326'], ['44340'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_304']"
CL_basic_2014_02_21_Instance_10839,"[['44729'], ['44743'], 'photoreceptors', 'CL:0000210', 'photoreceptor cell', '17608565_306']"
CL_basic_2014_02_21_Instance_10841,"[['17707'], ['17720'], 'photoreceptor', 'CL:0000210', 'photoreceptor cell', '17608565_122']"
CL_basic_2014_02_21_Instance_10843,"[['17789'], ['17792'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_122']"
CL_basic_2014_02_21_Instance_10845,"[['9256'], ['9260'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_67']"
CL_basic_2014_02_21_Instance_10849,"[['19995'], ['20008'], 'gangion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_135']"
CL_basic_2014_02_21_Instance_10851,"[['20032', '20045'], ['20035', '20058'], 'rod ... bipolar cells', 'CL:0000751', 'rod bipolar cell', '17608565_135']"
CL_basic_2014_02_21_Instance_10853,"[['20040'], ['20058'], 'cone bipolar cells', 'CL:0000752', 'cone retinal bipolar cell', '17608565_135']"
CL_basic_2014_02_21_Instance_10855,"[['20241'], ['20257'], 'ON bipolar cells', 'CL:0000749', 'ON-bipolar cell', '17608565_136']"
CL_basic_2014_02_21_Instance_10857,"[['20358'], ['20361'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_137']"
CL_basic_2014_02_21_Instance_10859,"[['20490', '20506'], ['20493', '20510'], 'rod ... cell', 'CL:0000604', 'retinal rod cell', '17608565_138']"
CL_basic_2014_02_21_Instance_10861,"[['20898'], ['20901'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_141']"
CL_basic_2014_02_21_Instance_10863,"[['21034'], ['21039'], 'Cones', 'CL:0000573', 'retinal cone cell', '17608565_143']"
CL_basic_2014_02_21_Instance_10865,"[['21088'], ['21092'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_143']"
CL_basic_2014_02_21_Instance_10867,"[['21307'], ['21311'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_144']"
CL_basic_2014_02_21_Instance_10869,"[['21955'], ['21959'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_147']"
CL_basic_2014_02_21_Instance_10871,"[['22360'], ['22363'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_150']"
CL_basic_2014_02_21_Instance_10873,"[['22368'], ['22372'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_150']"
CL_basic_2014_02_21_Instance_10875,"[['43802'], ['43805'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_301']"
CL_basic_2014_02_21_Instance_10877,"[['45327'], ['45330'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_309']"
CL_basic_2014_02_21_Instance_10879,"[['63380'], ['63384'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_439']"
CL_basic_2014_02_21_Instance_10881,"[['63401'], ['63404'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_439']"
CL_basic_2014_02_21_Instance_10883,"[['63652'], ['63656'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_443']"
CL_basic_2014_02_21_Instance_10885,"[['14631'], ['14634'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_102']"
CL_basic_2014_02_21_Instance_10887,"[['16623'], ['16626'], 'rod', 'CL:0000604', 'retinal rod cell', '17608565_115']"
CL_basic_2014_02_21_Instance_10889,"[['21131'], ['21135'], 'rods', 'CL:0000604', 'retinal rod cell', '17608565_143']"
CL_basic_2014_02_21_Instance_10891,"[['22027'], ['22031'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_147']"
CL_basic_2014_02_21_Instance_10893,"[['43811'], ['43815'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_301']"
CL_basic_2014_02_21_Instance_10895,"[['45386'], ['45390'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_309']"
CL_basic_2014_02_21_Instance_10897,"[['45599'], ['45604'], 'cones', 'CL:0000573', 'retinal cone cell', '17608565_311']"
CL_basic_2014_02_21_Instance_10899,"[['63389'], ['63394'], 'cones', 'CL:0000573', 'retinal cone cell', '17608565_439']"
CL_basic_2014_02_21_Instance_10901,"[['20994'], ['20998'], 'cone', 'CL:0000573', 'retinal cone cell', '17608565_142']"
CL_basic_2014_02_21_Instance_10905,"[['22960', '22982'], ['22968', '22986'], 'amacrine ... cell', 'CL:0000561', 'amacrine cell', '17608565_155']"
CL_basic_2014_02_21_Instance_10907,"[['22973'], ['22986'], 'ganglion cell', 'CL:0000740', 'retinal ganglion cell', '17608565_155']"
CL_basic_2014_02_21_Instance_10909,"[['25481'], ['25495'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_171']"
CL_basic_2014_02_21_Instance_10911,"[['25632', '25660'], ['25642', '25667'], 'horizontal ... neurons', 'CL:0000745', 'horizontal cell', '17608565_171']"
CL_basic_2014_02_21_Instance_10913,"[['26439'], ['26453'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_176']"
CL_basic_2014_02_21_Instance_10915,"[['26472'], ['26486'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_176']"
CL_basic_2014_02_21_Instance_10917,"[['29392'], ['29400'], 'neuronal', 'CL:0000540', 'neuron', '17608565_199']"
CL_basic_2014_02_21_Instance_10919,"[['30597'], ['30610'], 'ganglion cell', 'CL:0000740', 'retinal ganglion cell', '17608565_205']"
CL_basic_2014_02_21_Instance_10921,"[['31192'], ['31206'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_208']"
CL_basic_2014_02_21_Instance_10923,"[['31433'], ['31447'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_210']"
CL_basic_2014_02_21_Instance_10925,"[['32943'], ['32954'], 'CNS Neurons', 'CL:0000117', 'CNS neuron (sensu Vertebrata)', '17608565_219']"
CL_basic_2014_02_21_Instance_10931,"[['34393'], ['34407'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_229']"
CL_basic_2014_02_21_Instance_10935,"[['35732'], ['35740'], 'neuronal', 'CL:0000540', 'neuron', '17608565_242']"
CL_basic_2014_02_21_Instance_10937,"[['35836'], ['35841'], 'glial', 'CL:0000125', 'glial cell', '17608565_242']"
CL_basic_2014_02_21_Instance_10939,"[['36081', '36099'], ['36092', '36106'], 'cholinergic ... neurons', 'CL:0000108', 'cholinergic neuron', '17608565_244']"
CL_basic_2014_02_21_Instance_10941,"[['38189'], ['38203'], 'ganglion cells', 'CL:0000740', 'retinal ganglion cell', '17608565_259']"
CL_basic_2014_02_21_Instance_10943,"[['42852'], ['42860'], 'neuronal', 'CL:0000540', 'neuron', '17608565_294']"
CL_basic_2014_02_21_Instance_10945,"[['43013'], ['43021'], 'neuronal', 'CL:0000540', 'neuron', '17608565_295']"
CL_basic_2014_02_21_Instance_10947,"[['43571'], ['43579'], 'neuronal', 'CL:0000540', 'neuron', '17608565_299']"
