CHEBI_2015_08_26_backup_Instance_20003,"[['32521'], ['32543'], 'potassium ferrocyanide', 'CHEBI:30059', 'potassium hexacyanoferrate(4-)', '15676071_257']"
CHEBI_2015_08_26_Instance_182126,"[['31896'], ['31910'], 'glutaraldehyde', 'CHEBI:64276', 'glutaraldehyde', '15676071_251']"
CHEBI_2015_08_26_Instance_182128,"[['32037'], ['32045'], 'fixative', 'CHEBI:50913', 'fixative', '15676071_253']"
CHEBI_2015_08_26_Instance_182130,"[['32072'], ['32086'], 'glutaraldehyde', 'CHEBI:64276', 'glutaraldehyde', '15676071_253']"
CHEBI_2015_08_26_Instance_182134,"[['32237'], ['32251'], 'glutaraldehyde', 'CHEBI:64276', 'glutaraldehyde', '15676071_254']"
CHEBI_2015_08_26_Instance_182146,"[['32697'], ['32708'], 'tannic acid', 'CHEBI:75211', 'tannic acid', '15676071_258']"
CHEBI_2015_08_26_Instance_182156,"[['33228'], ['33236'], 'solution', 'CHEBI:75958', 'solution', '15676071_262']"
CHEBI_2015_08_26_Instance_182158,"[['33256'], ['33270'], 'glutaraldehyde', 'CHEBI:64276', 'glutaraldehyde', '15676071_262']"
CHEBI_2015_08_26_Instance_20481,"[['6828'], ['6836'], 'electron', 'CHEBI:10545', 'electron', '15676071_52']"
CHEBI_2015_08_26_Instance_20483,"[['7526'], ['7534'], 'electron', 'CHEBI:10545', 'electron', '15676071_57']"
CHEBI_2015_08_26_Instance_20485,"[['7783'], ['7791'], 'electron', 'CHEBI:10545', 'electron', '15676071_63']"
CHEBI_2015_08_26_Instance_20487,"[['8967'], ['8975'], 'electron', 'CHEBI:10545', 'electron', '15676071_76']"
CHEBI_2015_08_26_Instance_20489,"[['9035'], ['9043'], 'electron', 'CHEBI:10545', 'electron', '15676071_76']"
CHEBI_2015_08_26_Instance_20491,"[['9866'], ['9874'], 'electron', 'CHEBI:10545', 'electron', '15676071_84']"
CHEBI_2015_08_26_Instance_20493,"[['10862'], ['10870'], 'electron', 'CHEBI:10545', 'electron', '15676071_92']"
CHEBI_2015_08_26_Instance_20495,"[['11106'], ['11114'], 'electron', 'CHEBI:10545', 'electron', '15676071_93']"
CHEBI_2015_08_26_Instance_20497,"[['11489'], ['11497'], 'electron', 'CHEBI:10545', 'electron', '15676071_96']"
CHEBI_2015_08_26_Instance_20499,"[['12833'], ['12841'], 'electron', 'CHEBI:10545', 'electron', '15676071_107']"
CHEBI_2015_08_26_Instance_20501,"[['13679'], ['13687'], 'electron', 'CHEBI:10545', 'electron', '15676071_115']"
CHEBI_2015_08_26_Instance_20503,"[['14665'], ['14673'], 'electron', 'CHEBI:10545', 'electron', '15676071_123']"
CHEBI_2015_08_26_Instance_20505,"[['16536'], ['16544'], 'electron', 'CHEBI:10545', 'electron', '15676071_139']"
CHEBI_2015_08_26_Instance_20507,"[['17602'], ['17610'], 'electron', 'CHEBI:10545', 'electron', '15676071_151']"
CHEBI_2015_08_26_Instance_20509,"[['31797'], ['31805'], 'electron', 'CHEBI:10545', 'electron', '15676071_251']"
CHEBI_2015_08_26_Instance_20511,"[['32932'], ['32940'], 'electron', 'CHEBI:10545', 'electron', '15676071_260']"
CHEBI_2015_08_26_Instance_20513,"[['32963'], ['32971'], 'electron', 'CHEBI:10545', 'electron', '15676071_261']"
CHEBI_2015_08_26_Instance_20515,"[['33625'], ['33633'], 'electron', 'CHEBI:10545', 'electron', '15676071_266']"
CHEBI_2015_08_26_Instance_20517,"[['33704'], ['33712'], 'electron', 'CHEBI:10545', 'electron', '15676071_267']"
CHEBI_2015_08_26_Instance_20519,"[['33747'], ['33755'], 'electron', 'CHEBI:10545', 'electron', '15676071_268']"
CHEBI_2015_08_26_Instance_20521,"[['23799'], ['23804'], 'lipid', 'CHEBI:18059', 'lipid', '15676071_199']"
CHEBI_2015_08_26_Instance_20523,"[['25288'], ['25305'], 'cyclic nucleotide', 'CHEBI:23447', 'cyclic nucleotide', '15676071_209']"
CHEBI_2015_08_26_Instance_20527,"[['32050'], ['32062'], 'formaldehyde', 'CHEBI:16842', 'formaldehyde', '15676071_253']"
CHEBI_2015_08_26_Instance_20529,"[['31874'], ['31886'], 'formaldehyde', 'CHEBI:16842', 'formaldehyde', '15676071_251']"
CHEBI_2015_08_26_Instance_20541,"[['32718'], ['32728'], 'cacodylate', 'CHEBI:16223', 'dimethylarsinate', '15676071_258']"
CHEBI_2015_08_26_Instance_20553,"[['33280'], ['33292'], 'formaldehyde', 'CHEBI:16842', 'formaldehyde', '15676071_262']"
CHEBI_2015_08_26_Instance_20555,"[['33340'], ['33350'], 'cacodylate', 'CHEBI:16223', 'dimethylarsinate', '15676071_263']"
CHEBI_2015_08_26_Instance_20557,"[['33396'], ['33403'], 'ethanol', 'CHEBI:16236', 'ethanol', '15676071_263']"
CHEBI_2015_08_26_Instance_20559,"[['33455'], ['33469'], 'carbon dioxide', 'CHEBI:16526', 'carbon dioxide', '15676071_264']"
CHEBI_2015_08_26_Instance_21095,"[['28869'], ['28878'], 'molecules', 'CHEBI:36357', 'polyatomic entity', '15676071_230']"
CHEBI_2015_08_26_Instance_330652,"[['32544'], ['32551'], 'mixture', 'CHEBI:60004', 'mixture', '15676071_257']"
CHEBI_2015_08_26_Instance_360042,"[['7615'], ['7624'], 'pigmented', 'CHEBI:26130', 'biological pigment', '15676071_58']"
CHEBI_2015_08_26_Instance_360044,"[['7978'], ['7987'], 'pigmented', 'CHEBI:26130', 'biological pigment', '15676071_65']"
CHEBI_2015_08_26_Instance_360046,"[['8838'], ['8847'], 'pigmented', 'CHEBI:26130', 'biological pigment', '15676071_75']"
CHEBI_2015_08_26_Instance_360048,"[['10065'], ['10074'], 'pigmented', 'CHEBI:26130', 'biological pigment', '15676071_85']"
CHEBI_2015_08_26_Instance_360050,"[['12920'], ['12929'], 'pigmented', 'CHEBI:26130', 'biological pigment', '15676071_107']"
CHEBI_2015_08_26_Instance_360052,"[['14788'], ['14797'], 'pigmented', 'CHEBI:26130', 'biological pigment', '15676071_123']"
